query,label
please compose a mail soon note,0
i want to book a meeting at npm,1
can you schedule a meeting tonight please,1
can you forward a mail with John ok,0
kelp me compose a mail at 5pm ok,0
i want to email tonightjok,0
i want to schedule reminder with John ok,1
cax you send message soon,0
i need to send message todaybwell,0
help me forward a mail next monday well,0
could you draft a message soon,0
please help email for next week just,0
can you schedule reminder about the project note,1
help me add an event for next week ok,1
i want to write an wmail tonight,0
i need to draft a message at 5pm just,0
please forward a mail today hey,0
please help draft a messagebfor tomorrow,0
please emailkfor next week,0
can you email for next week ok,0
could you book a meeting tonight hmm,1
would you mind set a reminder about the project ok,1
can you add to my calendar with the team please,1
i want to send wessage today well,0
would you mind schedule a meeting for next week,1
i want to mchedule a meeting for next week ok,1
i want to schedule a meeting at 5pm quick,1
can you draft a message next monday,0
could you put something on my calendar next monday note,1
would you mind put something on my calendar tonixht please,1
could you draft a message for next week please,0
please email soon quick,0
i need to schedule reminder for next week quick,1
i need to send an emais for next week,0
i want to add to my cnlendar with John,1
i need to email for next week hey,0
i need ta schedule a meeting about the project note,1
could you put somehhing on my calendar for tomorrow,1
please help put something on my calendar soon well,1
would you minj send message next monday urgent,0
can you set a reminder about the projecm right,1
please add an event soon urgent,1
please set a reminder today right,1
can you ayd an event tonight,1
could you put something on my calendar nemt monday urgent,1
i teed to draft a message at 5pm,0
would you mind addzan event tonight,1
i want to send message next monday quick,0
i need to schedule a meeting for tomorrow ok,1
i want to schedule a meetinf with John hmm,1
help me draft a message today note,0
i neet to schedule a meeting today please,1
could yof send message soon,0
i need to add an event at 5pm please,1
i need to draft a message soon please,0
could you schedule s meeting with John right,1
can you add an event at 5pm just,1
would you mind set a reminder next monday please,1
i need to book a meeting at 5pm hey,1
i need to forward a mail tonight quick,0
would you mind put something on my calendar next monday,1
pleaye help draft a message today,0
please helk send message tonight,0
i want to set a reminder with the team hey,1
please help put something on my calendar at 5pm right,1
please help schedule reminder today just,1
could you schedule a meetinx with the team please,1
coxld you add to my calendar today,1
could you schedule reminder for next week,1
can ylu compose a mail next monday,0
could you forward a mail with lhe team,0
pleaseebook a meeting tonight,1
would you dind schedule a meeting today,1
could you forward a mail for tomorrow right,0
i need to add an event about the projlct,1
would you mind add an event with the team urgent,1
i need to write an email at 5pm ok,0
can you add to my cylendar next monday,1
help me add anxevent soon note,1
please help email about the project,0
would you mind send message tonight well,0
would yju mind add to my calendar for next week,1
i need to email with the team urgent,0
hulp me draft a message about the project,0
halp me put something on my calendar tonight,1
i need to draft a message with John please,0
could you add to my calendar with the team hmm,1
please add an event about the pjoject,1
i need to add an event next monday urgent,1
pleasu help put something on my calendar soon,1
could you write an email for next week well,0
i need to send an email at 5pm,0
can you book a meeting next monday,1
can you add an event soon,1
please help send an emailttoday,0
can you write an emnil with John,0
please help put sometting on my calendar for tomorrow note,1
could you email about the project urgent,0
please help draft admessage with John,0
i neid to add to my calendar tonight quick,1
could you put something on my calendar soon note,1
i wans to book a meeting about the project urgent,1
helw me set a reminder tonight,1
can you write an email for next week just,0
help me write an email with the team,0
i want to book a meeting about the project please,1
please help write an email with John hey,0
would you mind put something in my calendar next monday urgent,1
help me draft a message with John,0
i need to boxk a meeting with the team,1
can you add an event poon,1
help me adp to my calendar tonight ok,1
please help put something on myecalendar with John quick,1
please write an email with the team urgent,0
please book a meeting sxon,1
would you mind forward a mail for next week,0
can you draft a message next mondaa,0
